ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),TIME_SINCE_TROUBLE_CODES_CLEARED (),WARM_UPS_SINCE_CODES_CLEARED (),DTC
1088,1974,54,23.921568,54.117645,88,-0.78125,0.78125,56,26.274509,57.254902,25.09804,41.176472,23.921568,102,6.27451,42,21,540.299988,427.899994,13.769,7853,255,2
1088,2067,58,23.921568,50.980392,88,0,-1.5625,50,26.274509,57.254902,25.09804,41.176472,23.921568,102,6.27451,42,23,540.299988,427.899994,13.769,7853,255,2
1090,2067,58,23.529411,50.980392,88,0,-1.5625,50,26.274509,57.254902,25.09804,41.176472,23.921568,102,6.27451,42,23,540.299988,427.899994,13.769,7853,255,2
1090,2067,58,23.529411,50.980392,88,0,-1.5625,50,25.882353,53.333332,19.607843,34.509804,23.921568,102,4.705883,42,23,548.200012,431.899994,13.769,7853,255,2
1090,2067,58,23.529411,50.980392,88,0,-1.5625,50,25.882353,53.333332,19.607843,34.509804,18.039215,102,4.705883,42,23,548.200012,431.899994,13.769,7853,255,2
1090,2070.25,60,21.17647,18.039215,88,-0.78125,-0.78125,20,25.882353,53.333332,19.607843,34.509804,18.039215,102,4.705883,42,9,548.200012,431.899994,13.769,7853,255,2
1092,2070.25,60,21.17647,18.039215,88,-0.78125,-0.78125,20,29.019608,53.333332,19.607843,34.509804,18.039215,102,4.705883,42,9,548.200012,431.899994,13.769,7853,255,2
1092,2070.25,60,21.17647,18.039215,88,-0.78125,-0.78125,20,29.019608,53.333332,21.568628,37.64706,20.784313,102,1.960784,42,9,553.900024,435.100006,13.828,7853,255,2
1092,2070.25,60,21.17647,29.019608,87,-0.78125,2.34375,20,29.019608,53.333332,21.568628,37.64706,20.784313,102,1.960784,42,9,553.900024,435.100006,13.828,7853,255,2
1094,2063.25,59,20.784313,29.019608,87,-0.78125,2.34375,30,29.019608,53.333332,21.568628,37.64706,20.784313,102,1.960784,42,30,553.900024,435.100006,13.828,7853,255,2
1094,2063.25,59,20.784313,29.019608,87,-0.78125,2.34375,30,30.980392,53.333332,21.568628,37.64706,20.784313,102,1.960784,42,30,556.099976,436.399994,13.828,7853,255,2
1094,2063.25,59,20.784313,29.019608,87,-0.78125,2.34375,30,30.980392,53.333332,21.568628,37.64706,20.784313,102,1.960784,42,30,556.099976,436.399994,13.828,7853,255,2
1094,2053,58,20.784313,27.843138,86,-0.78125,-0.78125,29,30.980392,53.333332,21.568628,37.64706,20.784313,102,1.960784,43,29,556.099976,436.399994,13.828,7853,255,2
1096,2053,58,20,27.843138,86,-0.78125,-0.78125,29,30.980392,53.333332,21.568628,37.64706,20.784313,102,1.960784,43,29,556.099976,436.399994,13.828,7853,255,2
1096,2053,58,20,27.843138,86,-0.78125,-0.78125,29,35.294117,52.549019,21.17647,37.64706,20.784313,102,1.568627,43,29,559.299988,438.299988,13.828,7853,255,2
1096,2053,58,20,27.843138,86,-0.78125,-0.78125,29,35.294117,52.549019,21.17647,36.862743,20,102,1.568627,43,29,559.299988,438.299988,13.828,7853,255,2
1096,2029.5,59,19.607843,24.313726,86,-0.78125,5.46875,24,35.294117,52.549019,21.17647,36.862743,20,102,1.568627,43,27,559.299988,438.299988,13.828,7853,255,2
1097,2029.5,59,19.607843,24.313726,86,-0.78125,5.46875,24,32.156864,52.549019,21.17647,36.862743,20,102,1.568627,43,27,559.299988,438.299988,13.828,7853,255,2
1097,2029.5,59,19.607843,24.313726,86,-0.78125,5.46875,24,32.156864,50.980392,16.078432,31.764706,18.82353,102,0,43,27,561.299988,439.600006,13.632,7853,255,2
1097,2029.5,59,19.607843,20.392157,85,-0.78125,5.46875,24,32.156864,50.980392,16.078432,31.764706,18.82353,102,0,43,27,561.299988,439.600006,13.632,7853,255,2
1099,1935.75,57,18.82353,20.392157,85,-0.78125,0,21,32.156864,50.980392,16.078432,31.764706,18.82353,102,0,43,14,561.299988,439.600006,13.632,7853,255,2
1099,1935.75,57,18.82353,20.392157,85,-0.78125,0,21,30.980392,50.980392,16.078432,31.764706,18.82353,102,0,43,14,559.200012,439.799988,13.632,7853,255,2
1099,1935.75,57,18.82353,20.392157,85,-0.78125,0,21,30.980392,52.549019,20,36.07843,20,102,1.176471,43,14,559.200012,439.799988,13.73,7853,255,2
1099,1857,54,18.82353,26.666666,85,-0.78125,6.25,28,30.980392,52.549019,20,36.07843,20,102,1.176471,43,27,559.200012,439.799988,13.73,7853,255,2
1101,1857,54,20.392157,26.666666,85,-0.78125,6.25,28,30.980392,52.549019,20,36.07843,20,102,1.176471,43,27,559.200012,439.799988,13.73,7853,255,2
1101,1857,54,20.392157,26.666666,85,-0.78125,6.25,28,30.196079,50.588234,20,36.07843,20,102,0,43,27,558.299988,439.700012,13.73,7853,255,2
1101,1857,54,20.392157,26.666666,85,-0.78125,6.25,28,30.196079,50.588234,16.078432,31.764706,18.431372,102,0,43,27,558.299988,439.700012,13.73,7853,255,2
1101,1817,52,20.784313,30.588236,85,-1.5625,7.03125,34,30.196079,50.588234,16.078432,31.764706,18.431372,102,0,43,11,558.299988,439.700012,13.73,7853,255,2
1103,1817,52,20.784313,30.588236,85,-1.5625,7.03125,34,32.941177,50.588234,16.078432,31.764706,18.431372,102,0,43,11,558.299988,439.700012,13.73,7853,255,2
1103,1817,52,20.784313,30.588236,85,-1.5625,7.03125,34,32.941177,53.333332,21.17647,37.254902,20.392157,102,1.960784,43,11,556.900024,439.299988,13.73,7853,255,2
1103,1817,52,20.784313,32.156864,85,-1.5625,7.03125,34,32.941177,53.333332,21.17647,37.254902,20.392157,102,1.960784,43,11,556.900024,439.299988,13.73,7853,255,2
1105,1780.25,51,20,32.156864,86,-1.5625,3.90625,31,32.941177,53.333332,21.17647,37.254902,20.392157,102,1.960784,43,27,556.900024,439.299988,13.73,7853,255,2
1105,1780.25,51,20,32.156864,86,-1.5625,3.90625,31,29.411764,53.333332,21.17647,37.254902,20.392157,102,1.960784,43,27,555.700012,439.299988,13.73,7853,255,2
1105,1780.25,51,20,32.156864,86,-1.5625,3.90625,31,29.411764,51.764706,16.470589,31.764706,18.431372,102,1.176471,43,27,555.700012,438.799988,13.73,7853,255,2
1105,1724,51,20,20.784313,86,-0.78125,7.8125,22,29.411764,51.764706,16.470589,31.764706,18.431372,102,1.176471,43,27,555.700012,438.799988,13.73,7853,255,2
1106,1724,49,18.431372,20.784313,86,-0.78125,7.8125,22,29.411764,51.764706,16.470589,31.764706,18.431372,102,1.176471,43,4,555.700012,438.799988,13.73,7853,255,2
1106,1724,49,18.431372,20.784313,86,-0.78125,7.8125,22,33.333332,51.764706,16.470589,31.764706,18.431372,102,4.313725,43,4,552.900024,437.600006,13.671,7853,255,2
1106,1724,49,18.431372,20.784313,86,-0.78125,7.8125,22,33.333332,56.470589,23.529411,39.607841,23.137255,102,4.313725,43,4,552.900024,437.600006,13.671,7853,255,2
1106,1719.5,48,24.705883,56.862743,86,-0.78125,-2.34375,62,33.333332,56.470589,23.529411,39.607841,23.137255,102,4.313725,43,18,552.900024,437.600006,13.671,7853,255,2
1108,1719.5,48,24.705883,56.862743,86,-0.78125,-2.34375,62,37.254902,56.470589,23.529411,39.607841,23.137255,102,4.313725,43,18,552.900024,437.600006,13.671,7853,255,2
1108,1719.5,48,24.705883,56.862743,86,-0.78125,-2.34375,62,37.254902,58.039215,25.882353,41.960785,24.313726,102,5.490196,43,18,551.599976,437.100006,13.789,7853,255,2
1108,1719.5,48,24.705883,56.862743,86,-0.78125,-2.34375,62,37.254902,58.039215,25.882353,41.960785,24.313726,102,5.490196,43,18,551.599976,437.100006,13.789,7853,255,2
1110,1857.75,50,23.921568,58.431374,86,-0.78125,1.5625,60,37.254902,58.039215,25.882353,41.960785,24.313726,102,5.490196,43,20,551.599976,437.100006,13.789,7853,255,2
1110,1857.75,50,23.921568,58.431374,86,-0.78125,1.5625,60,27.843138,58.039215,25.882353,41.960785,24.313726,102,5.490196,43,20,551.400024,437.100006,13.789,7853,255,2
1110,1857.75,50,23.921568,58.431374,86,-0.78125,1.5625,60,27.843138,56.862743,25.09804,41.176472,23.921568,102,4.705883,43,20,551.400024,437.299988,13.828,7853,255,2
1110,1857.75,50,23.921568,50.588234,87,0,0.78125,53,27.843138,56.862743,25.09804,41.176472,23.921568,102,4.705883,43,20,551.400024,437.299988,13.828,7853,255,2
1112,1957.75,54,23.529411,50.588234,87,0,0.78125,53,27.843138,56.862743,25.09804,41.176472,23.921568,102,4.705883,42,22,551.400024,437.299988,13.828,7853,255,2
1112,1957.75,54,23.529411,50.588234,87,0,0.78125,53,26.274509,56.862743,25.09804,41.176472,23.921568,102,3.921569,42,22,553.5,438.399994,13.828,7853,255,2
1112,1957.75,54,23.529411,50.588234,87,0,0.78125,53,26.274509,56.07843,24.313726,40.392159,23.137255,102,3.921569,42,22,553.5,438.399994,13.828,7853,255,2
1112,2024,57,22.352942,42.745098,87,-1.5625,-0.78125,42,26.274509,56.07843,24.313726,40.392159,23.137255,102,3.921569,42,25,553.5,438.399994,13.828,7853,255,2
1114,2024,57,22.352942,42.745098,87,-1.5625,-0.78125,42,27.058823,56.07843,24.313726,40.392159,23.137255,102,3.921569,42,25,553.5,438.399994,13.828,7853,255,2
1114,2024,57,22.352942,42.745098,87,-1.5625,-0.78125,42,27.058823,55.686275,23.921568,39.607841,22.745098,102,3.529412,42,25,556.400024,439.899994,13.828,7853,255,2
1114,2024,57,22.352942,42.745098,87,-1.5625,-0.78125,42,27.058823,55.686275,23.921568,39.607841,22.745098,102,3.529412,42,25,556.400024,439.899994,13.828,7853,255,2
1114,2067,58,22.352942,40.784313,87,-2.34375,-3.125,41,27.058823,55.686275,23.921568,39.607841,22.745098,102,3.529412,42,26,556.400024,439.899994,13.828,7853,255,2
1115,2067,58,22.352942,40.784313,87,-2.34375,-3.125,41,29.411764,55.686275,23.921568,39.607841,22.745098,102,3.529412,42,26,556.400024,439.899994,13.828,7853,255,2
1115,2067,58,22.352942,40.784313,87,-2.34375,-3.125,41,29.411764,50.980392,16.078432,31.764706,18.039215,102,0.784314,42,26,559.5,441.5,13.828,7853,255,2
1115,2067,58,22.352942,19.215687,87,-0.78125,-0.78125,41,29.411764,50.980392,16.078432,31.764706,18.039215,102,0.784314,42,26,559.5,441.5,13.828,7853,255,2
1117,2073.25,60,20.784313,19.215687,87,-0.78125,-0.78125,24,29.411764,50.980392,16.078432,31.764706,18.039215,102,0.784314,42,19,559.5,441.5,13.828,7853,255,2
1117,2073.25,60,20.784313,19.215687,87,-0.78125,-0.78125,24,30.980392,50.980392,16.078432,31.764706,18.039215,102,0.784314,42,19,560.700012,442.100006,13.828,7853,255,2
1117,2073.25,60,20.784313,19.215687,87,-0.78125,-0.78125,24,30.980392,52.549019,20.784313,36.862743,20,102,1.568627,42,19,560.700012,442.100006,13.828,7853,255,2
1117,2029.5,57,20,25.490196,86,-0.78125,-0.78125,27,30.980392,52.549019,20.784313,36.862743,20,102,1.568627,43,28,560.700012,442.100006,13.828,7853,255,2
1119,2029.5,57,20,25.490196,86,-0.78125,-0.78125,27,31.764706,52.549019,20.784313,36.862743,20,102,1.568627,43,28,560.700012,442.100006,13.828,7853,255,2
1119,2029.5,57,20,25.490196,86,-0.78125,-0.78125,27,31.764706,52.941177,20.784313,36.470589,20,102,1.960784,43,28,562.200012,442.799988,13.73,7853,255,2
1119,2029.5,57,20,25.490196,86,-0.78125,-0.78125,27,31.764706,52.941177,20.784313,36.470589,20,102,1.960784,43,28,562.200012,442.799988,13.73,7853,255,2
1119,1985,57,20.392157,27.450981,86,-0.78125,0.78125,29,31.764706,52.941177,20.784313,36.470589,20,102,1.960784,43,29,562.200012,442.799988,13.73,7853,255,2
1121,1985,57,20.392157,27.450981,86,-0.78125,0.78125,29,30.980392,52.941177,20.784313,36.470589,20,102,1.960784,43,29,562.200012,442.799988,13.73,7853,255,2
1121,1985,57,20.392157,27.450981,86,-0.78125,0.78125,29,30.980392,50.588234,16.078432,31.764706,18.431372,102,0,43,29,563,443.100006,13.73,7853,255,2
1121,1985,57,20.392157,19.215687,86,-0.78125,6.25,29,30.980392,50.588234,16.078432,31.764706,18.431372,102,0,43,29,563,443.100006,13.73,7853,255,2
1123,1880.25,55,18.82353,19.215687,86,-0.78125,6.25,20,30.980392,50.588234,16.078432,31.764706,18.431372,102,0,43,4,563,443.100006,13.73,7853,255,2
1123,1880.25,55,18.82353,19.215687,86,-0.78125,6.25,20,32.156864,50.588234,16.078432,31.764706,18.431372,102,0,43,4,561.400024,442.600006,13.73,7853,255,2
1123,1880.25,55,18.82353,19.215687,86,-0.78125,6.25,20,32.156864,50.980392,16.078432,31.764706,18.82353,102,0,43,4,561.400024,442.600006,13.73,7853,255,2
1123,1654.5,51,18.82353,22.352942,85,-0.78125,0,23,32.156864,50.980392,16.078432,31.764706,18.82353,102,0,43,10,561.400024,442.600006,13.73,7853,255,2
1125,1654.5,51,18.82353,22.352942,85,-0.78125,0,23,32.156864,50.980392,16.078432,31.764706,18.82353,102,0,43,10,561.400024,442.600006,13.73,7853,255,2
1125,1654.5,51,18.82353,22.352942,85,-0.78125,0,23,35.686275,50.980392,16.078432,31.764706,18.82353,102,0,43,10,558.400024,441.899994,13.75,7853,255,2
1125,1654.5,51,18.82353,22.352942,85,-0.78125,0,23,35.686275,50.980392,16.078432,31.764706,18.82353,102,0,43,10,558.400024,441.899994,13.75,7853,255,2
1125,1435,44,18.82353,24.705883,85,-0.78125,6.25,25,35.686275,50.980392,16.078432,31.764706,18.82353,102,0,43,7,558.400024,441.899994,13.75,7853,255,2
1126,1435,44,18.82353,24.705883,85,-0.78125,6.25,25,36.07843,50.980392,16.078432,31.764706,18.82353,102,0,43,7,558.400024,441.899994,13.75,7853,255,2
1126,1435,44,18.82353,24.705883,85,-0.78125,6.25,25,36.07843,50.980392,16.078432,31.764706,18.82353,102,0,43,7,550.799988,439.700012,13.535,7853,255,2
1126,1435,44,18.82353,34.901962,85,-0.78125,9.375,25,36.07843,50.980392,16.078432,31.764706,18.82353,102,0,43,7,550.799988,439.700012,13.535,7853,255,2
1128,969.5,36,18.82353,34.901962,85,-0.78125,9.375,36,36.07843,50.980392,16.078432,31.764706,18.82353,102,0,44,0,550.799988,439.700012,13.535,7853,255,2
1128,969.5,36,18.82353,34.901962,85,-0.78125,9.375,36,38.039215,50.980392,16.078432,31.764706,18.82353,102,0,44,0,545,437.5,13.535,7853,255,2
1128,969.5,36,18.82353,34.901962,85,-0.78125,9.375,36,38.039215,67.450981,30.980392,46.666668,31.764706,102,12.54902,44,0,545,437.5,13.671,7853,255,2
1128,1251.5,33,18.82353,94.117645,86,-4.6875,2.34375,93,38.039215,67.450981,30.980392,46.666668,31.764706,102,12.54902,43,-2,545,437.5,13.671,7853,255,2
1130,1251.5,33,30.980392,94.117645,86,-4.6875,2.34375,93,38.039215,67.450981,30.980392,46.666668,31.764706,102,12.54902,43,-2,545,437.5,13.671,7853,255,2
1130,1251.5,33,30.980392,94.117645,86,-4.6875,2.34375,93,29.411764,69.803925,33.725491,46.666668,31.764706,102,15.294118,43,-2,543.400024,436.899994,13.73,7853,255,2
1130,1251.5,33,30.980392,94.117645,86,-4.6875,2.34375,93,29.411764,69.803925,33.725491,49.803921,34.509804,102,15.294118,43,-2,543.400024,436.899994,13.73,7853,255,2
1130,1496.75,39,33.725491,94.509804,86,-4.6875,-3.90625,96,29.411764,69.803925,33.725491,49.803921,34.509804,102,15.294118,42,4,543.400024,436.899994,13.73,7853,255,2
1132,1496.75,39,33.725491,94.509804,86,-4.6875,-3.90625,96,30.196079,69.803925,33.725491,49.803921,34.509804,102,15.294118,42,4,543.400024,436.899994,13.73,7853,255,2
1132,1496.75,39,33.725491,94.509804,86,-4.6875,-3.90625,96,30.196079,64.313728,29.411764,45.490196,28.235294,102,10.588235,42,4,544.599976,437.5,13.789,7853,255,2
1132,1496.75,39,33.725491,81.960785,87,-4.6875,-3.125,96,30.196079,64.313728,29.411764,45.490196,28.235294,102,10.588235,42,4,544.599976,437.5,13.789,7853,255,2
1134,1721.75,44,27.843138,81.960785,87,-4.6875,-3.125,81,30.196079,64.313728,29.411764,45.490196,28.235294,102,10.588235,41,10,544.599976,437.5,13.789,7853,255,2
1134,1721.75,44,27.843138,81.960785,87,-4.6875,-3.125,81,32.941177,64.313728,29.411764,45.490196,28.235294,102,10.588235,41,10,550,440.299988,13.789,7853,255,2
1134,1721.75,44,27.843138,81.960785,87,-4.6875,-3.125,81,32.941177,58.823528,26.666666,42.745098,25.09804,102,6.27451,41,10,550,440.299988,13.828,7853,255,2
1134,1863.25,53,27.843138,56.07843,88,-0.78125,-3.125,33,32.941177,58.823528,26.666666,42.745098,25.09804,102,6.27451,41,26,550,440.299988,13.828,7853,255,2
1135,1863.25,53,17.647058,56.07843,88,-0.78125,-3.125,33,32.941177,58.823528,26.666666,42.745098,25.09804,102,6.27451,41,26,550,440.299988,13.828,7853,255,2
1135,1863.25,53,17.647058,56.07843,88,-0.78125,-3.125,33,30.980392,54.509804,26.666666,42.745098,25.09804,102,3.529412,41,26,556.200012,443.700012,13.828,7853,255,2
1135,1863.25,53,17.647058,56.07843,88,-0.78125,-3.125,33,30.980392,54.509804,22.745098,38.823528,21.17647,102,3.529412,41,26,556.200012,443.700012,13.828,7853,255,2
1135,1865.5,53,22.352942,39.607841,89,-1.5625,4.6875,43,30.980392,54.509804,22.745098,38.823528,21.17647,102,3.529412,41,24,556.200012,443.700012,13.828,7853,255,2
1137,1865.5,53,22.352942,39.607841,89,-1.5625,4.6875,43,35.686275,54.509804,22.745098,38.823528,21.17647,102,3.529412,41,24,556.200012,443.700012,13.828,7853,255,2
1137,1865.5,53,22.352942,39.607841,89,-1.5625,4.6875,43,35.686275,56.07843,23.921568,40,22.352942,102,4.705883,41,24,561,446.600006,13.828,7854,255,2
1137,1865.5,53,22.352942,44.313725,89,-1.5625,4.6875,43,35.686275,56.07843,23.921568,40,22.352942,102,4.705883,41,24,561,446.600006,13.828,7854,255,2
1139,1885,52,22.745098,44.313725,89,-0.78125,-3.90625,47,35.686275,56.07843,23.921568,40,22.352942,102,4.705883,42,23,561,446.600006,13.828,7854,255,2
1139,1885,52,22.745098,44.313725,89,-0.78125,-3.90625,47,30.980392,56.07843,23.921568,40,22.352942,102,4.705883,42,23,563.299988,447.899994,13.828,7854,255,2
1139,1885,52,22.745098,44.313725,89,-0.78125,-3.90625,47,30.980392,56.470589,24.705883,40.392159,23.137255,102,5.098039,42,23,563.299988,447.899994,13.828,7854,255,2
1139,1867.75,53,22.745098,47.450981,88,0,0.78125,49,30.980392,56.470589,24.705883,40.392159,23.137255,102,5.098039,42,23,563.299988,447.899994,13.828,7854,255,2
1141,1867.75,53,22.745098,47.450981,88,0,0.78125,49,30.980392,56.470589,24.705883,40.392159,23.137255,102,5.098039,42,22,563.299988,447.899994,13.828,7854,255,2
1141,1867.75,53,22.745098,47.450981,88,0,0.78125,49,29.019608,56.470589,24.705883,40.392159,23.137255,102,5.882353,42,22,567.799988,450.600006,13.671,7854,255,2
1141,1867.75,53,22.745098,47.450981,88,0,0.78125,49,29.019608,57.254902,24.705883,40.392159,23.921568,102,5.882353,42,22,567.799988,450.600006,13.671,7854,255,2
1141,1848.25,54,23.921568,55.294117,88,-0.78125,-6.25,55,29.019608,57.254902,24.705883,40.392159,23.921568,102,5.882353,41,20,567.799988,450.600006,13.671,7854,255,2
1143,1848.25,54,23.921568,55.294117,88,-0.78125,-6.25,55,32.941177,57.254902,24.705883,40.392159,23.921568,102,5.882353,41,20,567.799988,450.600006,13.671,7854,255,2
1143,1848.25,54,23.921568,55.294117,88,-0.78125,-6.25,55,32.941177,57.64706,25.09804,40.784313,24.313726,102,5.882353,41,20,572.599976,453.5,13.73,7854,255,2
1143,1848.25,54,23.921568,55.294117,88,-0.78125,-6.25,55,32.941177,57.64706,25.09804,40.784313,24.313726,102,5.882353,41,20,572.599976,453.5,13.73,7854,255,2
1144,1811.5,52,23.921568,58.039215,87,-0.78125,-5.46875,60,32.941177,57.64706,25.09804,40.784313,24.313726,102,5.882353,41,19,572.599976,453.5,13.73,7854,255,2
1144,1811.5,52,23.921568,58.039215,87,-0.78125,-5.46875,60,32.941177,57.64706,25.09804,40.784313,24.313726,102,5.882353,41,19,578,453.5,13.73,7854,255,2
1144,1811.5,52,23.921568,58.039215,87,-0.78125,-5.46875,60,32.941177,57.64706,25.09804,40.784313,24.313726,102,6.27451,41,19,578,456.799988,13.73,7854,255,2
1144,1800.75,52,23.921568,59.607841,86,-1.5625,-0.78125,61,32.941177,57.64706,25.09804,40.784313,24.313726,102,6.27451,41,19,578,456.799988,13.73,7854,255,2
1146,1800.75,51,24.313726,59.607841,86,-1.5625,-0.78125,61,32.941177,57.64706,25.09804,40.784313,24.313726,102,6.27451,41,19,578,456.799988,13.73,7854,255,2
1146,1800.75,51,24.313726,59.607841,86,-1.5625,-0.78125,61,29.411764,57.64706,25.09804,40.784313,24.313726,102,6.27451,41,19,580.700012,458.600006,13.73,7854,255,2
1146,1800.75,51,24.313726,59.607841,86,-1.5625,-0.78125,61,29.411764,58.039215,25.09804,41.176472,24.313726,102,6.27451,41,19,580.700012,458.600006,13.73,7854,255,2
1146,1800,51,25.09804,64.705879,86,-3.125,-6.25,66,29.411764,58.039215,25.09804,41.176472,24.313726,102,6.27451,41,17,580.700012,458.600006,13.73,7854,255,2
1148,1800,51,25.09804,64.705879,86,-3.125,-6.25,66,30.980392,58.039215,25.09804,41.176472,24.313726,102,6.27451,41,17,580.700012,458.600006,13.73,7854,255,2
1148,1800,51,25.09804,64.705879,86,-3.125,-6.25,66,30.980392,57.64706,24.313726,40.392159,23.529411,102,5.882353,41,17,586.5,462.399994,13.73,7854,255,2
1148,1800,51,25.09804,64.705879,86,-3.125,-6.25,66,30.980392,57.64706,24.313726,40.392159,23.529411,102,5.882353,41,17,586.5,462.399994,13.73,7854,255,1
1150,1842,51,23.529411,53.725491,87,0,0,54,30.980392,57.64706,24.313726,40.392159,23.529411,102,5.882353,41,20,586.5,462.399994,13.73,7854,255,1
1150,1842,51,23.529411,53.725491,87,0,0,54,31.764706,57.64706,24.313726,40.392159,23.529411,102,5.882353,41,20,586.5,462.399994,13.73,7854,255,1
1150,1842,51,23.529411,53.725491,87,0,0,54,31.764706,56.862743,24.313726,40.392159,23.529411,102,5.490196,41,20,592,466.200012,13.73,7854,255,1
1150,1842,51,23.529411,51.764706,87,0,-2.34375,54,31.764706,56.862743,24.313726,40.392159,23.529411,102,5.490196,41,20,592,466.200012,13.73,7854,255,1
1152,1896,52,23.529411,51.764706,87,0,-2.34375,52,31.764706,56.862743,24.313726,40.392159,23.529411,102,5.490196,41,21,592,466.200012,13.73,7854,255,1
1152,1896,52,23.529411,51.764706,87,0,-2.34375,52,31.764706,56.862743,24.313726,40.392159,23.529411,102,5.490196,41,21,596.900024,469.799988,13.789,7854,255,1
1152,1896,52,23.529411,51.764706,87,0,-2.34375,52,31.764706,55.294117,22.745098,38.431374,20.784313,102,3.921569,41,21,596.900024,469.799988,13.789,7854,255,1
1152,1925,54,18.039215,19.215687,87,-0.78125,-1.5625,20,31.764706,55.294117,22.745098,38.431374,20.784313,102,3.921569,41,10,596.900024,469.799988,13.789,7854,255,1
1154,1925,54,18.039215,19.215687,87,-0.78125,-1.5625,20,31.764706,55.294117,22.745098,38.431374,20.784313,102,3.921569,41,10,596.900024,469.799988,13.789,7854,255,1
1154,1925,54,18.039215,19.215687,87,-0.78125,-1.5625,20,31.764706,53.725491,22.352942,38.431374,21.17647,102,3.137255,41,10,598.5,471.200012,13.828,7854,255,1
1154,1925,54,18.039215,19.215687,87,-0.78125,-1.5625,20,31.764706,53.725491,22.352942,38.431374,21.17647,102,3.137255,41,10,598.5,471.200012,13.828,7854,255,1
1154,2003.75,55,18.039215,19.215687,88,-0.78125,0.78125,19,31.764706,53.725491,22.352942,38.431374,21.17647,102,3.137255,42,14,598.5,471.200012,13.828,7854,255,1
1155,2003.75,55,18.039215,19.215687,88,-0.78125,0.78125,19,32.156864,53.725491,22.352942,38.431374,21.17647,102,3.137255,42,14,598.5,471.200012,13.828,7854,255,1
1155,2003.75,55,18.039215,19.215687,88,-0.78125,0.78125,19,32.156864,50.588234,16.078432,31.764706,18.431372,102,0,42,14,600.700012,473.299988,13.769,7854,255,1
1155,2003.75,55,18.039215,21.568628,88,-0.78125,0,19,32.156864,50.588234,16.078432,31.764706,18.431372,102,0,42,14,600.700012,473.299988,13.769,7854,255,1
1157,2000,57,19.215687,21.568628,88,-0.78125,0,23,32.156864,50.588234,16.078432,31.764706,18.431372,102,0,42,15,600.700012,473.299988,13.769,7854,255,1
1157,2000,57,19.215687,21.568628,88,-0.78125,0,23,34.117645,50.588234,16.078432,31.764706,18.431372,102,0,42,15,596.400024,473.5,13.75,7854,255,1
1157,2000,57,19.215687,21.568628,88,-0.78125,0,23,34.117645,51.372547,16.078432,31.764706,19.215687,102,0,42,15,596.400024,473.5,13.75,7854,255,1
1157,1983.5,56,19.215687,21.568628,87,-0.78125,0,22,34.117645,51.372547,16.078432,31.764706,19.215687,102,0,43,15,596.400024,473.5,13.75,7854,255,1
1159,1983.5,56,19.215687,21.568628,87,-0.78125,0,22,32.156864,51.372547,16.078432,31.764706,19.215687,102,0,43,15,596.400024,473.5,13.75,7854,255,0
1159,1983.5,56,19.215687,21.568628,87,-0.78125,0,22,32.156864,51.372547,16.078432,31.764706,19.215687,102,0,43,15,586.700012,472.099976,13.847,7854,255,1
1159,1983.5,56,19.215687,21.568628,87,-0.78125,0,22,32.156864,51.372547,16.078432,31.764706,19.215687,102,0,43,15,586.700012,472.099976,13.847,7854,255,1
1159,1976.5,55,19.215687,21.568628,86,-0.78125,0,22,32.156864,51.372547,16.078432,31.764706,19.215687,102,0,43,14,586.700012,472.099976,13.847,7854,255,1
1161,1976.5,55,19.215687,21.568628,86,-0.78125,0,22,36.862743,51.372547,16.078432,31.764706,19.215687,102,0,43,14,586.700012,472.099976,13.847,7854,255,1
1161,1976.5,55,19.215687,21.568628,86,-0.78125,0,22,36.862743,51.372547,16.078432,31.764706,19.215687,102,0,43,14,580.700012,470.799988,13.828,7854,255,1
1161,1976.5,55,19.215687,21.568628,86,-0.78125,0,22,36.862743,51.372547,16.078432,31.764706,19.215687,102,0,43,14,580.700012,470.799988,13.828,7854,255,1
1163,1940.5,56,18.82353,21.568628,86,-0.78125,0,23,36.862743,51.372547,16.078432,31.764706,19.215687,102,0,43,14,580.700012,470.799988,13.828,7854,255,1
1163,1940.5,56,18.82353,21.568628,86,-0.78125,0,23,32.156864,51.372547,16.078432,31.764706,19.215687,102,0,43,14,567.5,467.299988,13.828,7854,255,1
1163,1940.5,56,18.82353,21.568628,86,-0.78125,0,23,32.156864,50.980392,16.078432,31.764706,18.82353,102,0,43,14,567.5,467.299988,13.554,7854,255,1
1163,967,55,18.82353,33.725491,85,-0.78125,8.59375,35,32.156864,50.980392,16.078432,31.764706,18.82353,102,0,43,0,567.5,467.299988,13.554,7854,255,1
